Run,N,Block Size,Num Threads,Sequential Time,Threadpool Time,Rayon Time
405,1000,200,2,1.846074688s,955.087705ms,979.629134ms
406,1000,200,2,1.791011459s,996.965516ms,968.272572ms
407,1000,200,2,1.814083155s,972.881487ms,944.486076ms
408,1000,200,2,1.854614761s,944.038273ms,1.05012984s
409,1000,200,2,1.753314392s,950.421296ms,1.010422846s
410,1000,200,2,1.750668267s,939.167387ms,970.836286ms
411,1000,200,2,1.776776325s,996.057436ms,1.033206969s
412,1000,200,2,1.752504153s,917.560783ms,974.464026ms
413,1000,200,2,1.727717174s,923.232805ms,963.965066ms
414,1000,200,2,1.716172552s,921.739741ms,994.881378ms
415,1000,200,2,1.711792345s,929.574864ms,961.864934ms
416,1000,200,2,1.714742503s,923.782029ms,965.673734ms
417,1000,200,2,1.755441527s,936.274786ms,1.011531088s
418,1000,200,2,1.747890085s,927.943632ms,941.399705ms
419,1000,200,2,1.846822597s,970.802192ms,933.140373ms
420,1000,200,2,1.860740923s,913.035949ms,920.370553ms
421,1000,200,2,1.743580591s,963.196829ms,931.82298ms
422,1000,200,2,1.768537651s,944.728314ms,925.197408ms
423,1000,200,2,1.765619226s,935.960548ms,934.524081ms
424,1000,200,2,1.799521922s,941.917246ms,941.667637ms
425,1000,200,2,1.741274983s,916.033912ms,942.90106ms
426,1000,200,2,1.736542617s,934.010547ms,920.462027ms
427,1000,200,2,1.743469747s,965.424382ms,923.72441ms
428,1000,200,2,1.723481847s,930.141234ms,963.708783ms
429,1000,200,2,1.712111691s,957.735316ms,953.032735ms
430,1000,200,2,1.71494774s,932.53543ms,940.780705ms
431,1000,200,2,1.718948673s,953.239757ms,934.545746ms
432,1000,200,2,1.702692667s,965.47649ms,930.121494ms
433,1000,200,2,1.732800909s,938.333563ms,936.983782ms
434,1000,200,2,1.755219354s,955.871529ms,941.273524ms
435,1000,200,2,1.708476485s,949.000765ms,954.329077ms
436,1000,200,2,1.727966458s,944.202952ms,977.144869ms
437,1000,200,2,1.729289781s,946.634511ms,933.282965ms
438,1000,200,2,1.767577751s,920.292015ms,952.751352ms
439,1000,200,2,1.777490003s,932.172303ms,947.297924ms
440,1000,200,2,1.72104024s,905.932149ms,1.012150942s
441,1000,200,2,1.714734603s,919.889018ms,938.929405ms
442,1000,200,2,1.743981694s,936.720408ms,926.261879ms
443,1000,200,2,1.729555934s,949.668379ms,929.534233ms
444,1000,200,2,1.736285007s,950.521541ms,934.886228ms
445,1000,200,2,1.715796814s,944.638818ms,959.074985ms
446,1000,200,2,1.723548566s,905.437785ms,928.097907ms
447,1000,200,2,1.71131308s,967.80435ms,948.577852ms
448,1000,200,2,1.706639399s,997.43961ms,935.879944ms
449,1000,200,2,1.71602226s,911.382902ms,929.417722ms
450,1000,200,2,1.693469209s,961.811492ms,921.526698ms
451,1000,200,4,1.76426977s,851.503869ms,830.712569ms
452,1000,200,4,1.726019914s,793.115059ms,796.536681ms
453,1000,200,4,1.710468828s,787.980461ms,813.187516ms
454,1000,200,4,1.709482242s,791.02592ms,797.746137ms
455,1000,200,4,1.846074688s,798.503936ms,807.619267ms
456,1000,200,4,1.791011459s,801.207753ms,820.141503ms
457,1000,200,4,1.814083155s,807.545683ms,841.837975ms
458,1000,200,4,1.854614761s,800.390101ms,796.326945ms
459,1000,200,4,1.753314392s,794.622429ms,818.262739ms
460,1000,200,4,1.750668267s,821.885026ms,833.686906ms
461,1000,200,4,1.776776325s,787.395261ms,810.255662ms
462,1000,200,4,1.752504153s,785.744652ms,819.98807ms
463,1000,200,4,1.727717174s,804.034839ms,802.035382ms
464,1000,200,4,1.716172552s,831.042599ms,807.541951ms
465,1000,200,4,1.711792345s,807.401559ms,824.497597ms
466,1000,200,4,1.714742503s,805.757893ms,822.987368ms
467,1000,200,4,1.755441527s,827.137316ms,815.127257ms
468,1000,200,4,1.747890085s,808.803187ms,817.80228ms
469,1000,200,4,1.846822597s,800.779023ms,811.98373ms
470,1000,200,4,1.860740923s,797.607728ms,822.300497ms
471,1000,200,4,1.743580591s,804.215025ms,800.101022ms
472,1000,200,4,1.768537651s,805.546737ms,822.131562ms
473,1000,200,4,1.765619226s,815.360154ms,829.747563ms
474,1000,200,4,1.799521922s,828.067236ms,819.2145ms
475,1000,200,4,1.741274983s,837.854676ms,803.560164ms
476,1000,200,4,1.736542617s,841.794165ms,817.424356ms
477,1000,200,4,1.743469747s,811.819461ms,810.166907ms
478,1000,200,4,1.723481847s,892.640595ms,824.024792ms
479,1000,200,4,1.712111691s,876.193228ms,824.824838ms
480,1000,200,4,1.71494774s,827.335196ms,804.318521ms
481,1000,200,4,1.718948673s,828.643685ms,822.616356ms
482,1000,200,4,1.702692667s,810.031088ms,816.896621ms
483,1000,200,4,1.732800909s,803.698967ms,826.164208ms
484,1000,200,4,1.755219354s,819.104757ms,790.886243ms
485,1000,200,4,1.708476485s,839.023117ms,798.309369ms
486,1000,200,4,1.727966458s,779.689898ms,800.140409ms
487,1000,200,4,1.729289781s,806.338281ms,802.851169ms
488,1000,200,4,1.767577751s,793.948388ms,805.653364ms
489,1000,200,4,1.777490003s,814.26082ms,802.961411ms
490,1000,200,4,1.72104024s,831.587832ms,820.082194ms
491,1000,200,4,1.714734603s,792.497635ms,812.080239ms
492,1000,200,4,1.743981694s,798.783514ms,817.136975ms
493,1000,200,4,1.729555934s,794.556923ms,837.205662ms
494,1000,200,4,1.736285007s,781.973695ms,818.830852ms
495,1000,200,4,1.715796814s,823.161496ms,805.204951ms
496,1000,200,4,1.723548566s,793.588695ms,833.225079ms
497,1000,200,4,1.71131308s,817.238871ms,836.60824ms
498,1000,200,4,1.706639399s,791.775872ms,815.881597ms
499,1000,200,4,1.71602226s,832.681635ms,811.611776ms
500,1000,200,4,1.693469209s,807.078852ms,832.372473ms
501,1000,200,8,1.76426977s,869.736292ms,952.503392ms
502,1000,200,8,1.726019914s,809.421831ms,863.760963ms
503,1000,200,8,1.710468828s,791.185199ms,819.003025ms
504,1000,200,8,1.709482242s,817.193302ms,819.665711ms
505,1000,200,8,1.846074688s,824.712424ms,835.30663ms
506,1000,200,8,1.791011459s,799.201301ms,858.936077ms
507,1000,200,8,1.814083155s,827.019292ms,808.453381ms
508,1000,200,8,1.854614761s,808.772241ms,793.777942ms
509,1000,200,8,1.753314392s,796.821806ms,830.735297ms
510,1000,200,8,1.750668267s,781.154004ms,802.839877ms
511,1000,200,8,1.776776325s,809.563476ms,843.193962ms
512,1000,200,8,1.752504153s,834.294414ms,804.909649ms
513,1000,200,8,1.727717174s,806.402039ms,819.350936ms
514,1000,200,8,1.716172552s,794.325059ms,814.535311ms
515,1000,200,8,1.711792345s,797.9738ms,814.220299ms
516,1000,200,8,1.714742503s,806.724934ms,859.563902ms
517,1000,200,8,1.755441527s,792.97797ms,799.048652ms
518,1000,200,8,1.747890085s,797.343417ms,817.098211ms
519,1000,200,8,1.846822597s,793.096226ms,836.235905ms
520,1000,200,8,1.860740923s,783.870262ms,806.797325ms
521,1000,200,8,1.743580591s,798.819947ms,831.941381ms
522,1000,200,8,1.768537651s,819.762138ms,810.116123ms
523,1000,200,8,1.765619226s,851.342397ms,811.491442ms
524,1000,200,8,1.799521922s,800.311785ms,807.059227ms
525,1000,200,8,1.741274983s,799.222331ms,799.469732ms
526,1000,200,8,1.736542617s,818.675723ms,837.146277ms
527,1000,200,8,1.743469747s,825.551815ms,796.088694ms
528,1000,200,8,1.723481847s,821.315966ms,850.029895ms
529,1000,200,8,1.712111691s,792.360239ms,821.721685ms
530,1000,200,8,1.71494774s,813.837665ms,826.310034ms
531,1000,200,8,1.718948673s,825.030804ms,822.026759ms
532,1000,200,8,1.702692667s,798.671589ms,821.682369ms
533,1000,200,8,1.732800909s,812.612575ms,827.10471ms
534,1000,200,8,1.755219354s,827.506721ms,816.767059ms
535,1000,200,8,1.708476485s,827.499029ms,842.662629ms
536,1000,200,8,1.727966458s,793.986015ms,833.593978ms
537,1000,200,8,1.729289781s,792.132669ms,835.716084ms
538,1000,200,8,1.767577751s,791.700712ms,840.556739ms
539,1000,200,8,1.777490003s,799.982768ms,804.244391ms
540,1000,200,8,1.72104024s,784.722844ms,839.453751ms
541,1000,200,8,1.714734603s,810.752346ms,815.297876ms
542,1000,200,8,1.743981694s,832.107068ms,814.834113ms
543,1000,200,8,1.729555934s,801.687508ms,823.216705ms
544,1000,200,8,1.736285007s,855.110782ms,803.615875ms
545,1000,200,8,1.715796814s,844.934019ms,796.846476ms
546,1000,200,8,1.723548566s,803.195725ms,842.032102ms
547,1000,200,8,1.71131308s,795.958104ms,833.550535ms
548,1000,200,8,1.706639399s,846.632906ms,834.452465ms
549,1000,200,8,1.71602226s,817.137405ms,811.012641ms
550,1000,200,8,1.693469209s,825.009748ms,880.070277ms
551,1000,200,16,1.76426977s,860.389289ms,847.318647ms
552,1000,200,16,1.726019914s,827.986271ms,896.145713ms
553,1000,200,16,1.710468828s,839.324325ms,941.545604ms
554,1000,200,16,1.709482242s,896.386573ms,957.437832ms
555,1000,200,16,1.846074688s,921.408943ms,1.039194224s
556,1000,200,16,1.791011459s,939.095987ms,968.331288ms
557,1000,200,16,1.814083155s,925.172985ms,911.523915ms
558,1000,200,16,1.854614761s,1.159564052s,1.054520735s
559,1000,200,16,1.753314392s,1.160029419s,966.060155ms
560,1000,200,16,1.750668267s,1.050935367s,1.005315122s
561,1000,200,16,1.776776325s,799.438417ms,886.650468ms
562,1000,200,16,1.752504153s,812.928759ms,802.235624ms
563,1000,200,16,1.727717174s,837.894602ms,855.251633ms
564,1000,200,16,1.716172552s,797.026751ms,816.303282ms
565,1000,200,16,1.711792345s,808.420192ms,805.342253ms
566,1000,200,16,1.714742503s,786.100385ms,830.365738ms
567,1000,200,16,1.755441527s,825.100601ms,852.691628ms
568,1000,200,16,1.747890085s,858.254659ms,800.169811ms
569,1000,200,16,1.846822597s,810.726008ms,800.364142ms
570,1000,200,16,1.860740923s,782.547285ms,866.132282ms
571,1000,200,16,1.743580591s,814.196492ms,839.635692ms
572,1000,200,16,1.768537651s,780.048644ms,837.086448ms
573,1000,200,16,1.765619226s,813.969452ms,841.981426ms
574,1000,200,16,1.799521922s,785.028781ms,846.67229ms
575,1000,200,16,1.741274983s,849.490765ms,874.378033ms
576,1000,200,16,1.736542617s,827.362639ms,797.222075ms
577,1000,200,16,1.743469747s,796.825419ms,818.022719ms
578,1000,200,16,1.723481847s,799.271756ms,898.520055ms
579,1000,200,16,1.712111691s,818.675818ms,827.424147ms
580,1000,200,16,1.71494774s,795.074929ms,816.602011ms
581,1000,200,16,1.718948673s,817.123379ms,800.464821ms
582,1000,200,16,1.702692667s,805.984422ms,801.749138ms
583,1000,200,16,1.732800909s,819.102917ms,835.819219ms
584,1000,200,16,1.755219354s,857.26626ms,823.47654ms
585,1000,200,16,1.708476485s,799.973546ms,859.416987ms
586,1000,200,16,1.727966458s,871.976436ms,796.509577ms
587,1000,200,16,1.729289781s,857.004072ms,858.209447ms
588,1000,200,16,1.767577751s,800.089057ms,845.365293ms
589,1000,200,16,1.777490003s,801.503034ms,849.608766ms
590,1000,200,16,1.72104024s,799.675181ms,814.590566ms
591,1000,200,16,1.714734603s,788.345608ms,799.046269ms
592,1000,200,16,1.743981694s,857.535847ms,853.250802ms
593,1000,200,16,1.729555934s,851.011091ms,799.335299ms
594,1000,200,16,1.736285007s,820.835863ms,792.655832ms
595,1000,200,16,1.715796814s,805.233047ms,834.253136ms
596,1000,200,16,1.723548566s,795.524719ms,856.77741ms
597,1000,200,16,1.71131308s,813.041562ms,809.121911ms
598,1000,200,16,1.706639399s,823.949832ms,807.948556ms
599,1000,200,16,1.71602226s,797.150615ms,819.656751ms
600,1000,200,16,1.693469209s,807.683908ms,846.833533ms
601,2000,100,2,7.053448564s,3.693054562s,3.763438505s
602,2000,100,2,7.493652867s,3.709762595s,3.804967159s
603,2000,100,2,7.304851311s,3.645108411s,3.708782979s
604,2000,100,2,7.019175666s,3.658641091s,3.694924062s
605,2000,100,2,6.959197989s,3.647989164s,3.760230055s
606,2000,100,2,7.111403364s,3.592277746s,3.773005782s
607,2000,100,2,6.897319457s,3.552166935s,3.743013812s
608,2000,100,2,6.676593786s,3.828275171s,3.841958896s
609,2000,100,2,6.646648994s,3.783046651s,3.688566988s
610,2000,100,2,6.65628875s,3.746691008s,3.729407341s
611,2000,100,2,6.677321847s,3.620831976s,3.716654423s
612,2000,100,2,7.150725186s,3.894841576s,3.795375049s
613,2000,100,2,7.095884318s,3.980390574s,4.826934425s
614,2000,100,2,6.757496565s,3.709781844s,4.274778344s
615,2000,100,2,6.626197665s,3.586479858s,3.838063203s
616,2000,100,2,6.680756081s,3.63409859s,3.688493677s
617,2000,100,2,6.610380694s,3.607106784s,3.69215962s
618,2000,100,2,6.760236101s,3.664945603s,3.650234978s
619,2000,100,2,6.721821105s,3.670837493s,3.678797293s
620,2000,100,2,6.694036435s,3.666441045s,3.664448842s
621,2000,100,2,6.754729243s,3.63187107s,3.784568421s
622,2000,100,2,6.701092769s,3.674225136s,3.812453411s
623,2000,100,2,6.776429672s,3.730161977s,3.667193897s
624,2000,100,2,6.70289039s,3.965259449s,3.868117932s
625,2000,100,2,6.708930908s,4.058772838s,3.997645748s
626,2000,100,2,6.682479387s,4.158054028s,4.144653004s
627,2000,100,2,6.706376858s,3.99826803s,4.038912799s
628,2000,100,2,6.671290919s,3.931073107s,3.770034884s
629,2000,100,2,6.701934543s,3.837223135s,3.987266092s
630,2000,100,2,6.668133387s,3.800217071s,3.835062725s
631,2000,100,2,6.670050302s,3.746998471s,3.968613334s
632,2000,100,2,6.691072586s,3.674497063s,3.670602019s
633,2000,100,2,6.687338219s,3.601163391s,3.6735933s
634,2000,100,2,6.694977181s,3.577966017s,3.687429455s
635,2000,100,2,6.677533947s,3.667629914s,3.629428591s
636,2000,100,2,6.701068127s,4.380690853s,3.658316973s
637,2000,100,2,6.682966544s,3.594845188s,3.846195102s
638,2000,100,2,6.705646137s,3.624619048s,3.705966305s
639,2000,100,2,6.663871888s,3.7269826s,3.697211223s
640,2000,100,2,6.65881191s,3.887144932s,3.968144396s
641,2000,100,2,6.752460556s,3.813939087s,4.083726388s
642,2000,100,2,6.681571393s,3.802691947s,3.810289376s
643,2000,100,2,6.680124784s,3.805594902s,4.068413961s
644,2000,100,2,6.724544651s,4.036649933s,4.081796937s
645,2000,100,2,6.67129455s,3.973961294s,4.246772836s
646,2000,100,2,6.671485066s,3.709727267s,4.318890369s
647,2000,100,2,6.66703763s,3.749928496s,4.072828207s
648,2000,100,2,6.683330295s,3.889167001s,4.091465074s
649,2000,100,2,6.69898193s,3.610489748s,3.844349952s
650,2000,100,2,6.732845497s,3.545657925s,3.673074519s
651,2000,100,4,7.053448564s,2.112864451s,2.230855884s
652,2000,100,4,7.493652867s,2.034972968s,2.212416078s
653,2000,100,4,7.304851311s,2.081989552s,2.212274045s
654,2000,100,4,7.019175666s,2.108520066s,2.170300548s
655,2000,100,4,6.959197989s,2.24531455s,2.404527648s
656,2000,100,4,7.111403364s,2.119923583s,2.228372397s
657,2000,100,4,6.897319457s,2.09273087s,2.269185109s
658,2000,100,4,6.676593786s,2.091286843s,2.291995764s
659,2000,100,4,6.646648994s,2.238854779s,2.26277521s
660,2000,100,4,6.65628875s,2.126867947s,2.157870876s
661,2000,100,4,6.677321847s,2.098931419s,2.089834029s
662,2000,100,4,7.150725186s,2.040162904s,2.133819382s
663,2000,100,4,7.095884318s,2.107015804s,2.195063337s
664,2000,100,4,6.757496565s,2.085427225s,2.453275684s
665,2000,100,4,6.626197665s,2.009802617s,2.417234941s
666,2000,100,4,6.680756081s,2.021060155s,2.134071155s
667,2000,100,4,6.610380694s,2.088670617s,2.198103413s
668,2000,100,4,6.760236101s,2.056441423s,2.15432161s
669,2000,100,4,6.721821105s,2.08423875s,2.399103966s
670,2000,100,4,6.694036435s,2.079385824s,2.339379882s
671,2000,100,4,6.754729243s,2.060688755s,2.453924275s
672,2000,100,4,6.701092769s,2.140707049s,2.175226765s
673,2000,100,4,6.776429672s,2.10236669s,2.255629682s
674,2000,100,4,6.70289039s,2.093787064s,2.102419959s
675,2000,100,4,6.708930908s,2.185968971s,2.245654312s
676,2000,100,4,6.682479387s,2.092188625s,2.075705135s
677,2000,100,4,6.706376858s,2.023968056s,2.316333175s
678,2000,100,4,6.671290919s,2.045528552s,2.142206979s
679,2000,100,4,6.701934543s,2.162167399s,2.427621254s
680,2000,100,4,6.668133387s,2.074902513s,2.100194032s
681,2000,100,4,6.670050302s,2.022047978s,2.502272424s
682,2000,100,4,6.691072586s,2.085268335s,2.225263686s
683,2000,100,4,6.687338219s,2.085266145s,2.225626108s
684,2000,100,4,6.694977181s,2.195622689s,2.256605966s
685,2000,100,4,6.677533947s,2.108420503s,2.082261188s
686,2000,100,4,6.701068127s,2.11251522s,2.487792045s
687,2000,100,4,6.682966544s,2.146644471s,2.32912917s
688,2000,100,4,6.705646137s,2.180017005s,2.287513509s
689,2000,100,4,6.663871888s,2.046689641s,2.285049202s
690,2000,100,4,6.65881191s,2.03824931s,2.117757302s
691,2000,100,4,6.752460556s,2.170955016s,2.477302939s
692,2000,100,4,6.681571393s,2.114418672s,2.105118075s
693,2000,100,4,6.680124784s,2.130851084s,2.087147557s
694,2000,100,4,6.724544651s,2.198444938s,2.208509377s
695,2000,100,4,6.67129455s,2.192300033s,2.516024192s
696,2000,100,4,6.671485066s,2.028864234s,2.527105281s
697,2000,100,4,6.66703763s,2.041247098s,2.227875504s
698,2000,100,4,6.683330295s,2.058691696s,1.985495494s
699,2000,100,4,6.69898193s,2.07530252s,2.134340317s
700,2000,100,4,6.732845497s,2.114258951s,2.477869924s
701,2000,100,8,7.053448564s,2.151502046s,2.121499521s
702,2000,100,8,7.493652867s,1.998936012s,2.191388749s
703,2000,100,8,7.304851311s,2.076045813s,2.208388824s
704,2000,100,8,7.019175666s,1.981338022s,2.139496851s
705,2000,100,8,6.959197989s,1.955468518s,2.217621365s
706,2000,100,8,7.111403364s,2.040704883s,2.368955567s
707,2000,100,8,6.897319457s,2.06837723s,2.322066211s
708,2000,100,8,6.676593786s,2.164099187s,2.248529997s
709,2000,100,8,6.646648994s,2.046706896s,2.119068293s
710,2000,100,8,6.65628875s,2.152000316s,2.164995416s
711,2000,100,8,6.677321847s,1.991007648s,2.250677533s
712,2000,100,8,7.150725186s,2.131818261s,2.1826705s
713,2000,100,8,7.095884318s,2.019046276s,2.309424924s
714,2000,100,8,6.757496565s,2.245904861s,2.164699327s
715,2000,100,8,6.626197665s,2.12978518s,2.283175657s
716,2000,100,8,6.680756081s,2.107733856s,2.186312437s
717,2000,100,8,6.610380694s,2.087682058s,2.100959743s
718,2000,100,8,6.760236101s,2.093288927s,2.111831683s
719,2000,100,8,6.721821105s,2.16385768s,2.078072671s
720,2000,100,8,6.694036435s,2.074267511s,2.315437633s
721,2000,100,8,6.754729243s,2.132512892s,2.296197749s
722,2000,100,8,6.701092769s,2.114797947s,2.120659687s
723,2000,100,8,6.776429672s,2.052482066s,2.252151356s
724,2000,100,8,6.70289039s,2.008526014s,2.143611571s
725,2000,100,8,6.708930908s,2.045796517s,2.39878252s
726,2000,100,8,6.682479387s,2.09951455s,2.235410414s
727,2000,100,8,6.706376858s,1.958342499s,2.190841385s
728,2000,100,8,6.671290919s,2.06807229s,2.152277971s
729,2000,100,8,6.701934543s,1.993648765s,2.298272092s
730,2000,100,8,6.668133387s,2.070144685s,2.142984022s
731,2000,100,8,6.670050302s,2.027137031s,2.116617549s
732,2000,100,8,6.691072586s,1.998261713s,2.212246834s
733,2000,100,8,6.687338219s,2.027939737s,2.267761512s
734,2000,100,8,6.694977181s,1.947660728s,2.01589258s
735,2000,100,8,6.677533947s,1.965619377s,2.037167006s
736,2000,100,8,6.701068127s,2.053934239s,2.28043956s
737,2000,100,8,6.682966544s,2.040767232s,2.246095007s
738,2000,100,8,6.705646137s,2.005654873s,2.195380024s
739,2000,100,8,6.663871888s,2.032645271s,2.089001599s
740,2000,100,8,6.65881191s,2.02459241s,2.058023835s
741,2000,100,8,6.752460556s,2.014656691s,2.032540271s
742,2000,100,8,6.681571393s,1.995750347s,2.127154299s
743,2000,100,8,6.680124784s,2.089806261s,2.237450894s
744,2000,100,8,6.724544651s,2.094045084s,2.15461216s
745,2000,100,8,6.67129455s,2.119757358s,2.163506629s
746,2000,100,8,6.671485066s,2.046586341s,2.265770722s
747,2000,100,8,6.66703763s,2.070451559s,2.262975031s
748,2000,100,8,6.683330295s,2.019182748s,1.959383949s
749,2000,100,8,6.69898193s,2.148868101s,2.24155188s
750,2000,100,8,6.732845497s,2.127950237s,2.199463506s
751,2000,100,16,7.053448564s,2.118270906s,2.120915453s
752,2000,100,16,7.493652867s,2.036499313s,2.080002398s
753,2000,100,16,7.304851311s,2.026772432s,2.007496284s
754,2000,100,16,7.019175666s,2.047053192s,1.938367963s
755,2000,100,16,6.959197989s,2.080357471s,2.081294057s
756,2000,100,16,7.111403364s,2.070058685s,2.147834754s
757,2000,100,16,6.897319457s,2.120910987s,2.091184391s
758,2000,100,16,6.676593786s,2.067075353s,2.038233707s
759,2000,100,16,6.646648994s,1.982534749s,2.119329468s
760,2000,100,16,6.65628875s,2.070454408s,2.1587322s
761,2000,100,16,6.677321847s,2.144708241s,2.106944565s
762,2000,100,16,7.150725186s,2.041909761s,2.132677833s
763,2000,100,16,7.095884318s,1.990640533s,2.098374522s
764,2000,100,16,6.757496565s,2.042280426s,2.066846663s
765,2000,100,16,6.626197665s,2.054441392s,1.985474603s
766,2000,100,16,6.680756081s,2.032438657s,2.036627316s
767,2000,100,16,6.610380694s,2.042151328s,2.06349659s
768,2000,100,16,6.760236101s,2.145681073s,2.061844642s
769,2000,100,16,6.721821105s,2.055864262s,2.035842075s
770,2000,100,16,6.694036435s,2.030899067s,2.047504971s
771,2000,100,16,6.754729243s,2.013229579s,1.983468849s
772,2000,100,16,6.701092769s,2.076752216s,2.164912833s
773,2000,100,16,6.776429672s,2.107990032s,2.012624516s
774,2000,100,16,6.70289039s,2.00311512s,2.072749695s
775,2000,100,16,6.708930908s,2.025507996s,2.088176881s
776,2000,100,16,6.682479387s,2.023721385s,2.010056038s
777,2000,100,16,6.706376858s,2.104782945s,2.013185169s
778,2000,100,16,6.671290919s,2.032362025s,2.017889973s
779,2000,100,16,6.701934543s,1.985537149s,2.033124005s
780,2000,100,16,6.668133387s,2.11194952s,2.155202803s
781,2000,100,16,6.670050302s,2.071720339s,2.155001918s
782,2000,100,16,6.691072586s,1.985400015s,2.097636785s
783,2000,100,16,6.687338219s,2.078334708s,2.052114639s
784,2000,100,16,6.694977181s,2.037015145s,2.002978501s
785,2000,100,16,6.677533947s,2.055078579s,2.135089756s
786,2000,100,16,6.701068127s,2.07359642s,2.047864776s
787,2000,100,16,6.682966544s,2.036995156s,2.034959369s
788,2000,100,16,6.705646137s,2.542004585s,2.424438954s
789,2000,100,16,6.663871888s,2.401895057s,2.479724796s
790,2000,100,16,6.65881191s,2.10713853s,2.104729865s
791,2000,100,16,6.752460556s,2.027882997s,2.043069496s
792,2000,100,16,6.681571393s,2.124038082s,2.091152483s
793,2000,100,16,6.680124784s,2.087494184s,2.100255685s
794,2000,100,16,6.724544651s,2.041270136s,2.058699332s
795,2000,100,16,6.67129455s,1.995468901s,2.058888589s
796,2000,100,16,6.671485066s,2.138228128s,2.054834725s
797,2000,100,16,6.66703763s,2.0617257s,2.027441057s
798,2000,100,16,6.683330295s,2.074590612s,2.083657673s
799,2000,100,16,6.69898193s,2.049131595s,2.070930935s
800,2000,100,16,6.732845497s,2.23251203s,2.013435767s
801,2000,200,2,7.053448564s,3.669261639s,3.71689055s
802,2000,200,2,7.493652867s,3.634989723s,3.607779489s
803,2000,200,2,7.304851311s,3.710090116s,3.780567289s
